seniorAllocationBps,juniorCoverageFloorBps,recoveryRate,withdrawalSensitivity,correlationLevel,seniorImpairmentProbability,juniorDepletionProbability,breakerActivationFrequency,avgBreakerDuration,avgTimeToStabilization,avgJuniorNAVVolatility,avgSeniorNAVVolatility,capitalEfficiencyScore,waterfallViolationCount,negativeNavCount
6000,2000,0.50,HIGH,CLUSTERED,0.000000,0.000000,0.000000,0.000000,0.000000,0.015131,0.000000,6.900000,0,0
6000,2000,0.60,LOW,LOW,0.000000,0.000000,0.000000,0.000000,0.000000,0.005068,0.000000,7.500000,0,0
6000,2000,0.60,LOW,MODERATE,0.000000,0.000000,0.000000,0.000000,0.000000,0.006743,0.000000,7.500000,0,0
6000,2000,0.60,LOW,CLUSTERED,0.000000,0.000000,0.000000,0.000000,0.000000,0.014474,0.000000,7.500000,0,0
6000,2000,0.60,MEDIUM,LOW,0.000000,0.000000,0.000000,0.000000,0.000000,0.005048,0.000000,7.500000,0,0
6000,2000,0.60,MEDIUM,MODERATE,0.000000,0.000000,0.000000,0.000000,0.000000,0.006670,0.000000,7.500000,0,0
6000,2000,0.60,MEDIUM,CLUSTERED,0.000000,0.000000,0.000000,0.000000,0.000000,0.014659,0.000000,7.500000,0,0
6000,2000,0.60,HIGH,LOW,0.000000,0.000000,0.000000,0.000000,0.000000,0.005089,0.000000,7.500000,0,0
6000,2000,0.60,HIGH,MODERATE,0.000000,0.000000,0.000000,0.000000,0.000000,0.006819,0.000000,7.500000,0,0
6000,2000,0.60,HIGH,CLUSTERED,0.000000,0.000000,0.000000,0.000000,0.000000,0.014797,0.000000,7.500000,0,0
6500,1000,0.30,LOW,LOW,0.000000,0.000000,0.000000,0.000000,0.000000,0.004341,0.000000,5.650000,0,0
6500,1000,0.30,LOW,MODERATE,0.000000,0.000000,0.000000,0.000000,0.000000,0.005431,0.000000,5.650000,0,0
6500,1000,0.30,LOW,CLUSTERED,0.000000,0.000000,0.000000,0.000000,0.000000,0.020281,0.000000,5.650000,0,0
6500,1000,0.30,MEDIUM,LOW,0.000000,0.000000,0.000000,0.000000,0.000000,0.004333,0.000000,5.650000,0,0
6500,1000,0.30,MEDIUM,MODERATE,0.000000,0.000000,0.000000,0.000000,0.000000,0.005250,0.000000,5.650000,0,0
6500,1000,0.30,MEDIUM,CLUSTERED,0.000000,0.000000,0.000000,0.000000,0.000000,0.020508,0.000000,5.650000,0,0
6500,1000,0.30,HIGH,LOW,0.000000,0.000000,0.000000,0.000000,0.000000,0.004416,0.000000,5.650000,0,0
6500,1000,0.30,HIGH,MODERATE,0.000000,0.000000,0.000000,0.000000,0.000000,0.005406,0.000000,5.650000,0,0
6500,1000,0.30,HIGH,CLUSTERED,0.000000,0.000000,0.000000,0.000000,0.000000,0.021447,0.000000,5.650000,0,0
6500,1000,0.40,LOW,LOW,0.000000,0.000000,0.000000,0.000000,0.000000,0.004843,0.000000,6.250000,0,0
6500,1000,0.40,LOW,MODERATE,0.000000,0.000000,0.000000,0.000000,0.000000,0.006286,0.000000,6.250000,0,0
6500,1000,0.40,LOW,CLUSTERED,0.000000,0.000000,0.000000,0.000000,0.000000,0.018008,0.000000,6.250000,0,0
6500,1000,0.40,MEDIUM,LOW,0.000000,0.000000,0.000000,0.000000,0.000000,0.004854,0.000000,6.250000,0,0
6500,1000,0.40,MEDIUM,MODERATE,0.000000,0.000000,0.000000,0.000000,0.000000,0.006283,0.000000,6.250000,0,0
6500,1000,0.40,MEDIUM,CLUSTERED,0.000000,0.000000,0.000000,0.000000,0.000000,0.018203,0.000000,6.250000,0,0
6500,1000,0.40,HIGH,LOW,0.000000,0.000000,0.000000,0.000000,0.000000,0.004809,0.000000,6.250000,0,0
6500,1000,0.40,HIGH,MODERATE,0.000000,0.000000,0.000000,0.000000,0.000000,0.006389,0.000000,6.250000,0,0
6500,1000,0.40,HIGH,CLUSTERED,0.000000,0.000000,0.000000,0.000000,0.000000,0.018340,0.000000,6.250000,0,0
6500,1000,0.50,LOW,LOW,0.000000,0.000000,0.000000,0.000000,0.000000,0.005552,0.000000,6.850000,0,0
6500,1000,0.50,LOW,MODERATE,0.000000,0.000000,0.000000,0.000000,0.000000,0.007082,0.000000,6.850000,0,0
6500,1000,0.50,LOW,CLUSTERED,0.000000,0.000000,0.000000,0.000000,0.000000,0.017464,0.000000,6.850000,0,0
6500,1000,0.50,MEDIUM,LOW,0.000000,0.000000,0.000000,0.000000,0.000000,0.005558,0.000000,6.850000,0,0
6500,1000,0.50,MEDIUM,MODERATE,0.000000,0.000000,0.000000,0.000000,0.000000,0.007078,0.000000,6.850000,0,0
6500,1000,0.50,MEDIUM,CLUSTERED,0.000000,0.000000,0.000000,0.000000,0.000000,0.017438,0.000000,6.850000,0,0
6500,1000,0.50,HIGH,LOW,0.000000,0.000000,0.000000,0.000000,0.000000,0.005455,0.000000,6.850000,0,0
6500,1000,0.50,HIGH,MODERATE,0.000000,0.000000,0.000000,0.000000,0.000000,0.007178,0.000000,6.850000,0,0
6500,1000,0.50,HIGH,CLUSTERED,0.000000,0.000000,0.000000,0.000000,0.000000,0.017260,0.000000,6.850000,0,0
6500,1000,0.60,LOW,LOW,0.000000,0.000000,0.000000,0.000000,0.000000,0.005897,0.000000,7.450000,0,0
6500,1000,0.60,LOW,MODERATE,0.000000,0.000000,0.000000,0.000000,0.000000,0.007739,0.000000,7.450000,0,0
6500,1000,0.60,LOW,CLUSTERED,0.000000,0.000000,0.000000,0.000000,0.000000,0.016706,0.000000,7.450000,0,0
6500,1000,0.60,MEDIUM,LOW,0.000000,0.000000,0.000000,0.000000,0.000000,0.005886,0.000000,7.450000,0,0
6500,1000,0.60,MEDIUM,MODERATE,0.000000,0.000000,0.000000,0.000000,0.000000,0.007693,0.000000,7.450000,0,0
6500,1000,0.60,MEDIUM,CLUSTERED,0.000000,0.000000,0.000000,0.000000,0.000000,0.016648,0.000000,7.450000,0,0
6500,1000,0.60,HIGH,LOW,0.000000,0.000000,0.000000,0.000000,0.000000,0.005864,0.000000,7.450000,0,0
6500,1000,0.60,HIGH,MODERATE,0.000000,0.000000,0.000000,0.000000,0.000000,0.007593,0.000000,7.450000,0,0
6500,1000,0.60,HIGH,CLUSTERED,0.000000,0.000000,0.000000,0.000000,0.000000,0.016991,0.000000,7.450000,0,0
6500,1500,0.30,LOW,LOW,0.000000,0.000000,0.000000,0.000000,0.000000,0.004302,0.000000,5.650000,0,0
6500,1500,0.30,LOW,MODERATE,0.000000,0.000000,0.000000,0.000000,0.000000,0.005382,0.000000,5.650000,0,0
6500,1500,0.30,LOW,CLUSTERED,0.000000,0.000000,0.000000,0.000000,0.000000,0.020353,0.000000,5.650000,0,0
6500,1500,0.30,MEDIUM,LOW,0.000000,0.000000,0.000000,0.000000,0.000000,0.004385,0.000000,5.650000,0,0
6500,1500,0.30,MEDIUM,MODERATE,0.000000,0.000000,0.000000,0.000000,0.000000,0.005408,0.000000,5.650000,0,0
6500,1500,0.30,MEDIUM,CLUSTERED,0.000000,0.000000,0.000000,0.000000,0.000000,0.020735,0.000000,5.650000,0,0
6500,1500,0.30,HIGH,LOW,0.000000,0.000000,0.000000,0.000000,0.000000,0.004315,0.000000,5.650000,0,0
6500,1500,0.30,HIGH,MODERATE,0.000000,0.000000,0.000000,0.000000,0.000000,0.005361,0.000000,5.650000,0,0
6500,1500,0.30,HIGH,CLUSTERED,0.000000,0.000000,0.000000,0.000000,0.000000,0.021539,0.000000,5.650000,0,0
6500,1500,0.40,LOW,LOW,0.000000,0.000000,0.000000,0.000000,0.000000,0.004778,0.000000,6.250000,0,0
6500,1500,0.40,LOW,MODERATE,0.000000,0.000000,0.000000,0.000000,0.000000,0.006186,0.000000,6.250000,0,0
6500,1500,0.40,LOW,CLUSTERED,0.000000,0.000000,0.000000,0.000000,0.000000,0.017637,0.000000,6.250000,0,0
6500,1500,0.40,MEDIUM,LOW,0.000000,0.000000,0.000000,0.000000,0.000000,0.004861,0.000000,6.250000,0,0
6500,1500,0.40,MEDIUM,MODERATE,0.000000,0.000000,0.000000,0.000000,0.000000,0.006233,0.000000,6.250000,0,0
6500,1500,0.40,MEDIUM,CLUSTERED,0.000000,0.000000,0.000000,0.000000,0.000000,0.018022,0.000000,6.250000,0,0
6500,1500,0.40,HIGH,LOW,0.000000,0.000000,0.000000,0.000000,0.000000,0.004876,0.000000,6.250000,0,0
6500,1500,0.40,HIGH,MODERATE,0.000000,0.000000,0.000000,0.000000,0.000000,0.006295,0.000000,6.250000,0,0
6500,1500,0.40,HIGH,CLUSTERED,0.000000,0.000000,0.000000,0.000000,0.000000,0.018454,0.000000,6.250000,0,0
6500,1500,0.50,LOW,LOW,0.000000,0.000000,0.000000,0.000000,0.000000,0.005469,0.000000,6.850000,0,0
6500,1500,0.50,LOW,MODERATE,0.000000,0.000000,0.000000,0.000000,0.000000,0.007121,0.000000,6.850000,0,0
6500,1500,0.50,LOW,CLUSTERED,0.000000,0.000000,0.000000,0.000000,0.000000,0.017216,0.000000,6.850000,0,0
6500,1500,0.50,MEDIUM,LOW,0.000000,0.000000,0.000000,0.000000,0.000000,0.005511,0.000000,6.850000,0,0
6500,1500,0.50,MEDIUM,MODERATE,0.000000,0.000000,0.000000,0.000000,0.000000,0.007230,0.000000,6.850000,0,0
6500,1500,0.50,MEDIUM,CLUSTERED,0.000000,0.000000,0.000000,0.000000,0.000000,0.017247,0.000000,6.850000,0,0
6500,1500,0.50,HIGH,LOW,0.000000,0.000000,0.000000,0.000000,0.000000,0.005404,0.000000,6.850000,0,0
6500,1500,0.50,HIGH,MODERATE,0.000000,0.000000,0.000000,0.000000,0.000000,0.007297,0.000000,6.850000,0,0
6500,1500,0.50,HIGH,CLUSTERED,0.000000,0.000000,0.000000,0.000000,0.000000,0.018149,0.000000,6.850000,0,0
6500,1500,0.60,LOW,LOW,0.000000,0.000000,0.000000,0.000000,0.000000,0.006000,0.000000,7.450000,0,0
6500,1500,0.60,LOW,MODERATE,0.000000,0.000000,0.000000,0.000000,0.000000,0.007755,0.000000,7.450000,0,0
6500,1500,0.60,LOW,CLUSTERED,0.000000,0.000000,0.000000,0.000000,0.000000,0.016828,0.000000,7.450000,0,0
6500,1500,0.60,MEDIUM,LOW,0.000000,0.000000,0.000000,0.000000,0.000000,0.005732,0.000000,7.450000,0,0
6500,1500,0.60,MEDIUM,MODERATE,0.000000,0.000000,0.000000,0.000000,0.000000,0.007901,0.000000,7.450000,0,0
6500,1500,0.60,MEDIUM,CLUSTERED,0.000000,0.000000,0.000000,0.000000,0.000000,0.016784,0.000000,7.450000,0,0
6500,1500,0.60,HIGH,LOW,0.000000,0.000000,0.000000,0.000000,0.000000,0.005833,0.000000,7.450000,0,0
6500,1500,0.60,HIGH,MODERATE,0.000000,0.000000,0.000000,0.000000,0.000000,0.007717,0.000000,7.450000,0,0
6500,1500,0.60,HIGH,CLUSTERED,0.000000,0.000000,0.000000,0.000000,0.000000,0.016980,0.000000,7.450000,0,0
6500,2000,0.30,LOW,LOW,0.000000,0.000000,0.000000,0.000000,0.000000,0.004409,0.000000,5.650000,0,0
6500,2000,0.30,LOW,MODERATE,0.000000,0.000000,0.000000,0.000000,0.000000,0.005442,0.000000,5.650000,0,0
6500,2000,0.30,LOW,CLUSTERED,0.000000,0.000000,1.000000,1.140000,0.000000,0.020596,0.000000,5.650000,0,0
6500,2000,0.30,MEDIUM,LOW,0.000000,0.000000,0.000000,0.000000,0.000000,0.004337,0.000000,5.650000,0,0
6500,2000,0.30,MEDIUM,MODERATE,0.000000,0.000000,0.000000,0.000000,0.000000,0.005264,0.000000,5.650000,0,0
6500,2000,0.30,MEDIUM,CLUSTERED,0.000000,0.000000,1.000000,1.420000,0.000000,0.020574,0.000000,5.650000,0,0
6500,2000,0.30,HIGH,LOW,0.000000,0.000000,0.000000,0.000000,0.000000,0.004376,0.000000,5.650000,0,0
6500,2000,0.30,HIGH,MODERATE,0.000000,0.000000,0.000000,0.000000,0.000000,0.005366,0.000000,5.650000,0,0
6500,2000,0.30,HIGH,CLUSTERED,0.000000,0.000000,1.000000,1.870000,0.000000,0.021280,0.000000,5.650000,0,0
6500,2000,0.40,LOW,LOW,0.000000,0.000000,0.000000,0.000000,0.000000,0.004805,0.000000,6.250000,0,0
6500,2000,0.40,LOW,MODERATE,0.000000,0.000000,0.000000,0.000000,0.000000,0.006124,0.000000,6.250000,0,0
6500,2000,0.40,LOW,CLUSTERED,0.000000,0.000000,0.000000,0.000000,0.000000,0.018150,0.000000,6.250000,0,0
6500,2000,0.40,MEDIUM,LOW,0.000000,0.000000,0.000000,0.000000,0.000000,0.004861,0.000000,6.250000,0,0
6500,2000,0.40,MEDIUM,MODERATE,0.000000,0.000000,0.000000,0.000000,0.000000,0.006223,0.000000,6.250000,0,0
6500,2000,0.40,MEDIUM,CLUSTERED,0.000000,0.000000,0.000000,0.000000,0.000000,0.018162,0.000000,6.250000,0,0
6500,2000,0.40,HIGH,LOW,0.000000,0.000000,0.000000,0.000000,0.000000,0.004823,0.000000,6.250000,0,0
6500,2000,0.40,HIGH,MODERATE,0.000000,0.000000,0.000000,0.000000,0.000000,0.006201,0.000000,6.250000,0,0
6500,2000,0.40,HIGH,CLUSTERED,0.000000,0.000000,0.000000,0.000000,0.000000,0.018792,0.000000,6.250000,0,0
6500,2000,0.50,LOW,LOW,0.000000,0.000000,0.000000,0.000000,0.000000,0.005543,0.000000,6.850000,0,0
6500,2000,0.50,LOW,MODERATE,0.000000,0.000000,0.000000,0.000000,0.000000,0.007149,0.000000,6.850000,0,0
6500,2000,0.50,LOW,CLUSTERED,0.000000,0.000000,0.000000,0.000000,0.000000,0.017459,0.000000,6.850000,0,0
6500,2000,0.50,MEDIUM,LOW,0.000000,0.000000,0.000000,0.000000,0.000000,0.005429,0.000000,6.850000,0,0
6500,2000,0.50,MEDIUM,MODERATE,0.000000,0.000000,0.000000,0.000000,0.000000,0.007190,0.000000,6.850000,0,0
6500,2000,0.50,MEDIUM,CLUSTERED,0.000000,0.000000,0.000000,0.000000,0.000000,0.017599,0.000000,6.850000,0,0
6500,2000,0.50,HIGH,LOW,0.000000,0.000000,0.000000,0.000000,0.000000,0.005550,0.000000,6.850000,0,0
6500,2000,0.50,HIGH,MODERATE,0.000000,0.000000,0.000000,0.000000,0.000000,0.007138,0.000000,6.850000,0,0
